,date,rewards
0,20181004,-52.093485752120614
1,20181005,-2.354800211964175
2,20181008,0.0
3,20181009,0.0
4,20181010,0.0
5,20181011,0.0
6,20181012,0.0
7,20181015,0.0
8,20181016,0.0
9,20181017,0.0
10,20181018,0.0
11,20181019,0.0
12,20181022,0.0
13,20181023,0.0
14,20181024,0.0
15,20181025,122.71265791682526
16,20181026,-2.261059257434681
17,20181029,0.0
18,20181030,-4.6734893440734595
19,20181031,126.4411390288733
20,20181101,-4.459902387112379
21,20181102,0.0
22,20181105,0.0
23,20181106,0.0
24,20181107,0.0
25,20181108,0.0
26,20181109,0.0
27,20181112,0.0
28,20181113,0.0
29,20181114,0.0
30,20181115,0.0
31,20181116,0.0
32,20181119,0.0
33,20181120,-63.2103785648942
34,20181121,56.57720122975297
35,20181123,-4.677763004088774
36,20181126,283.0028621077072
37,20181127,-8.929823459126055
38,20181128,0.0
39,20181129,0.0
40,20181130,0.0
41,20181203,0.0
42,20181204,0.0
43,20181206,0.0
44,20181207,0.0
45,20181210,55.882879558485
46,20181211,-2.255939461523667
47,20181212,0.0
48,20181213,0.0
49,20181214,0.0
50,20181217,-68.06243757344782
51,20181218,43.13327329000458
52,20181219,-19.79266912373714
53,20181220,-185.01485142018646
54,20181221,-346.0037256425712
55,20181224,-517.8700444849674
56,20181226,941.7933483696543
57,20181227,101.89420885127038
58,20181228,-151.2051897442434
59,20181231,245.31579969427548
60,20190102,-105.92060127714649
61,20190103,-938.1277308773715
